English,Hindi,Romanized_Hindi,Telugu
She found an old piece of paper under the fridge that had writing all over it.,उसे फ्रिज के नीचे कागज का एक पुराना टुकड़ा मिला जिस पर हर तरफ कुछ लिखा हुआ था।,Use fridge ke neeche kagaz ka ek purana tukda mila jis par har taraf kuch likha hua tha.,"ఫ్రిజ్ కింద ఆమెకు ఒక పాత కాగితం ముక్క దొరికింది, దాని నిండా రాతలు ఉన్నాయి."
It was a big honor to be asked to give a speech.,भाषण देने के लिए कहा जाना एक बहुत बड़ा सम्मान था।,Bhashan dene ke liye kaha jana ek bahut bada samman tha.,ప్రసంగం ఇవ్వమని అడగడం చాలా పెద్ద గౌరవం.
Tom knew he'd just made a big mistake.,टॉम जानता था कि उसने अभी-अभी एक बड़ी गलती की है।,Tom jaanta tha ki usne abhi-abhi ek badi galti ki hai.,తాను ఒక పెద్ద తప్పు చేశానని టామ్‌కు తెలుసు.
He led them down the mountain.,वह उन्हें पहाड़ से नीचे ले गया।,Vah unhein pahad se neeche le gaya.,అతను వారిని కొండ దిగువకు నడిపించాడు.
She started wondering if he was cheating on her when she saw the receipt for an expensive jewelry purchase.,"जब उसने महंगे गहनों की खरीद की रसीद देखी, तो वह सोचने लगी कि क्या वह उसे धोखा दे रहा है।","Jab usne mehenge gehno ki khareed ki raseed dekhi, toh vah sochne lagi ki kya vah use dhokha de raha hai.","ఖరీదైన నగలు కొన్న రసీదును చూసినప్పుడు, అతను తనను మోసం చేస్తున్నాడేమోనని ఆమె అనుమానించడం మొదలుపెట్టింది."
I can’t believe how right I was back then.,मुझे विश्वास नहीं हो रहा है कि मैं उस समय कितना सही था।,Mujhe vishwas nahi ho raha hai ki main us samay kitna sahi tha.,అప్పట్లో నేను ఎంత సరైన నిర్ణయం తీసుకున్నానో నమ్మలేకపోతున్నాను.
I just got hired at this restaurant.,मुझे अभी-अभी इस रेस्तरां में नौकरी मिली है।,Mujhe abhi-abhi is restaurant mein naukri mili hai.,ఈ రెస్టారెంట్‌లో నాకు ఇప్పుడే ఉద్యోగం వచ్చింది.
He came to the point at once.,वह तुरंत मुद्दे पर आ गया।,Vah turant mudde par aa gaya.,అతను వెంటనే అసలు విషయానికి వచ్చేశాడు.
I was taking care of the dog.,मैं कुत्ते की देखभाल कर रहा था।,Main kutte ki dekhbhal kar raha tha.,నేను కుక్కను చూసుకుంటున్నాను.
It's adorable that you think I like you.,यह बहुत प्यारा है कि तुम सोचते हो कि मैं तुम्हें पसंद करती हूँ।,Yeh bahut pyara hai ki tum sochte ho ki main tumhein pasand karti hoon.,నేను నిన్ను ఇష్టపడుతున్నానని నువ్వు అనుకోవడం చాలా ముద్దుగా ఉంది.
He was born in Tunisia but moved to Amsterdam when he was six.,उसका जन्म ट्यूनीशिया में हुआ था लेकिन छह साल की उम्र में वह एम्स्टर्डम चला गया।,Uska janm Tunisia mein hua tha lekin chah saal ki umr mein vah Amsterdam chala gaya.,"అతను ట్యునీషియాలో జన్మించాడు, కానీ ఆరు సంవత్సరాల వయస్సులో ఆమ్‌స్టర్‌డామ్‌కు వెళ్ళిపోయాడు."
Shape up or ship out.,सुधर जाओ या यहाँ से चले जाओ।,Sudhar jao ya yahan se chale jao.,పద్ధతి మార్చుకో లేదా ఇక్కడి నుండి వెళ్ళిపో.
The way you said that didn't make sense.,"जिस तरह से तुमने वह बात कही, उसका कोई मतलब नहीं था।","Jis tarah se tumne vah baat kahi, uska koi matlab nahin tha.",నువ్వు చెప్పిన విధానం అర్థరహితంగా ఉంది.
"We all want to believe that hot people aren't better than everyone else, but it's surprisingly difficult to justify philosophically.","हम सभी यह मानना चाहते हैं कि आकर्षक लोग दूसरों से बेहतर नहीं होते, लेकिन दार्शनिक रूप से इसे सही ठहराना आश्चर्यजनक रूप से कठिन है।","Hum sabhi yeh manna chahte hain ki aakarshak log dusron se behtar nahin hote, lekin darshanik roop se ise sahi thahrana aashcharyajanak roop se kathin hai.","అందమైన వ్యక్తులు అందరికంటే గొప్పవారు కాదని మనమందరం నమ్మాలనుకుంటాము, కానీ తాత్వికంగా దీన్ని సమర్థించడం చాలా కష్టం."
